公司代号,公司名字,类型,联系方式类型,联系方式
,,,电子邮箱,774820675@qq.com
,,,电话,021-66180792
,,,电话,13321820976
,,,电话,18017066369
1020165030,上海晨锦实业有限公司,施工企业,电子邮箱,422803265@qq.com
,,,电话,13482377337
,,,电话,15801782073
,,,电话,15800929799
1020163380,上海晨晓电子科技有限公司,施工企业,电子邮箱,info@shaurora.com
,,,电话,021-64363012
1020031071,上海丞玉消防工程有限公司,施工企业,电子邮箱,chengyuxiaofang@163.com
,,,电话,021-24251118
,,,电话,13918675146
,,,电话,021-57885959
1020060947,上海成长建筑装璜设计有限公司,施工企业,电子邮箱,weixia751107@sina.com
,,,电话,021-69520838
,,,电话,021-69520828
1020164038,上海成固建设工程有限公司,施工企业,电话,021-62514531
1020060009,上海成宜建筑装饰工程有限公司,施工企业,电子邮箱,shchengyi_jz@163.com
,,,电话,021-33602231
,,,电话,021-62866665
1020170031,上海承达企业发展有限公司,施工企业,电子邮箱,shadmin@sundart.com
,,,电话,021-32505580
1020162335,上海承繁设备安装工程有限公司,施工企业,电话,13003101785
1020060197,上海承广电力设备安装工程有限公司,施工企业,电子邮箱,yigy@shcge.com.cn
,,,电子邮箱,1148275084@qq.com
,,,电话,021-64343588
,,,电话,64343588-211
,,,电话,64343588
1020173474,上海承顺电力工程有限公司,施工企业,电话,021-59906768
,,,电话,13816883398
1020130810,上海诚节建筑安装工程有限公司,施工企业,电子邮箱,361820829@qq.com
,,,电子邮箱,452219823@qq.com
,,,电话,021-62611535
,,,电话,18616650268
1020171759,上海诚勒建设工程有限公司,施工企业,电话,13817438900
1020172671,上海诚圣建设发展有限公司,施工企业,电子邮箱,931554399@qq.com
,,,电话,021-57172586
1020022081,上海城建市政工程（集团）有限公司,施工企业,电子邮箱,sucgm@sucgm.com
,,,电话,021-56088833
1020041180,上海城市美通工程有限公司,施工企业,电子邮箱,shmeitong@aliyun.com
,,,电话,021-65540076
,,,电话,021-65554503
1020164717,上海程识市政交通工程有限公司,施工企业,电话,13524649007
,,,电话,021-34556687
1020130813,上海程双建筑工程有限公司,施工企业,电子邮箱,945539030@qq.com
,,,电话,13761404480
,,,电话,18017927492
,,,电话,021-55970136
1020173809,上海程韵建筑装饰工程有限公司,施工企业,电话,13701911867
1020170288,上海秤星建设工程有限公司,施工企业,电话,021-54159303
1020165812,上海驰能信息科技发展有限公司,施工企业,电子邮箱,13621852074@126.com
,,,电话,021-34121726
1020166588,上海赤溪建筑劳务有限公司,施工企业,电子邮箱,739676985@qq.com
,,,电话,021-61805615
1020120402,上海炽盛装饰工程有限公司,施工企业,电子邮箱,269522483@qq.com
,,,电话,021-67181515
,,,电话,13524375091
1020040131,上海冲佳电力工程安装有限公司,施工企业,电子邮箱,laozhuhappy309@126.com
,,,电话,021-65428888
1020031201,上海崇海建设发展有限公司,施工企业,电子邮箱,xiaoli1069@163.com
,,,电话,021-54173333
,,,电话,021-54176666
1020172737,上海崇西机械起重设备有限公司,施工企业,电话,021-56804177
1020173523,上海楚瑜建筑劳务有限公司,施工企业,电子邮箱,1260869935@qq.com
,,,电话,13361887182
1020154236,上海川工建筑劳务有限公司,施工企业,电子邮箱,931229387@qq.com
,,,电话,13961412722
,,,电话,13901974988
,,,电话,13585321166
1020170113,上海船鑫工程建设有限公司,施工企业,电话,021-57966951
,,,电话,13918725860
1020040919,上海创鑫电力工程有限公司,施工企业,电子邮箱,cxdlcw@126.com
,,,电子邮箱,cxdl168@126.com
,,,电话,021-65459043
1020120761,上海创信展示设计制作有限公司,施工企业,电子邮箱,784420933@qq.com
,,,电话,021-51170575
,,,电话,021-54665967
,,,电话,021-54665937
1020166069,上海创逸市政工程有限公司,施工企业,电子邮箱,724885023@qq.com
,,,电话,021-62252333
,,,电话,021-60378888
1020164284,上海创至计算机科技股份有限公司,施工企业,电子邮箱,dhy@chinanets.net
,,,电子邮箱,daihy@chinanets.net
,,,电话,021-51556018
1020171940,上海春恋建筑装饰工程有限公司,施工企业,电子邮箱,zhao881006@126.com
,,,电话,13661921589
1020171275,上海淳润信息科技有限公司,施工企业,电子邮箱,shaohong7703@163.com
,,,电话,021-58001805
1020050645,上海慈航交通市政工程有限公司,施工企业,电话,021-59705719
1020171790,上海存天装饰设计工程有限公司,施工企业,电话,021-37787912
1020164085,上海达驰信息产业有限公司,施工企业,电子邮箱,shdxcc805@sina.com
,,,电子邮箱,shdcxx805@sina.com
,,,电话,021-65981810
1020166301,上海达淳建筑劳务有限公司,施工企业,电话,021-34305588
1020150159,上海达豪建设工程有限公司,施工企业,电子邮箱,dahaojs7378@163.com
,,,电话,021-50177378
,,,电话,021-20177378
1020080070,上海达圣建筑安装工程有限公司,施工企业,电子邮箱,64746878@qq.com
,,,电话,021-66407278
1020130213,上海达腾建设工程有限公司,施工企业,电子邮箱,shdateng@163.com
,,,电话,021-59330283
1020173296,上海大地土壤修复工程技术有限公司,施工企业,电子邮箱,hongl1288@sina.com
,,,电话,13601951955
1020164544,上海大谷建设工程有限公司,施工企业,电子邮箱,978937796@qq.com
,,,电话,021-58752705
,,,电话,56019869-26
1020100254,上海大华电器设备有限公司,施工企业,电子邮箱,shdhcw@126.com
,,,电话,021-69132653
,,,电话,021-69132563
,,,电话,021-69132266
,,,电话,021-69136393
1020021990,上海大华工程设备安装有限公司,施工企业,电子邮箱,13681707062@163.com
,,,电子邮箱,13681707062.@163.com
,,,电话,021-69132577
,,,电话,13816699666
1020130029,上海大唐移动通信设备有限公司,施工企业,电子邮箱,zhangzhirui@datangmobile.cn
,,,电话,021-61195500
1020166261,上海大未来装饰工程有限公司,施工企业,电话,021-34551918
,,,电话,13120827680
1020021560,上海大洋建筑装饰有限公司,施工企业,电话,021-54702981
1020120042,上海大隐室内设计工程有限公司,施工企业,电子邮箱,tad360@tad.com.cn
,,,电话,021-64822299
,,,电话,64822299-338
1020171728,上海大隐通信科技有限公司,施工企业,电子邮箱,jiyan841217@163.com
,,,电子邮箱,18930737777@189.cn
,,,电话,021-65539008
,,,电话,18930737777
1020163048,上海大治河城市基础设施建设有限公司,施工企业,电子邮箱,18917914722@189.cn
,,,电话,021-68221101
,,,电话,68221101
1020100006,上海岱山电力科技股份有限公司,施工企业,电子邮箱,shdsdla@vip163.com
,,,电子邮箱,shdsdl@vip163.com
,,,电子邮箱,dsdl.sh@vip.163.com
,,,电话,021-60731322
1020170248,上海丹晨网络通信科技有限公司,施工企业,电子邮箱,1157408992@qq.com
1020060286,上海丹龙建设工程有限公司,施工企业,电子邮箱,shuandianti@sina.com
1020166273,上海丹诺建筑装饰工程有限公司,施工企业,电子邮箱,942512536@qq.com
,,,电话,021-54047206
,,,电话,13661800980
,,,电话,021-54047205
1020170003,上海道发能源科技有限公司,施工企业,电子邮箱,gary.hu@coraypower.com
,,,电话,13524109020
,,,电话,18221251827
1020170914,上海道亨建设工程有限公司,施工企业,电子邮箱,13621952287@163.com
,,,电话,021-33552659
1020173656,上海道嘉全机电设备有限公司,施工企业,电子邮箱,www.19890504@163.com
,,,电话,021-68569755
,,,电话,021-51330745
,,,电话,201-51330745
1020021631,上海德高门窗有限公司,施工企业,电子邮箱,degao@shdegao.cn
,,,电话,021-57674565
1020172168,上海德卡实验室装备制造有限公司,施工企业,电子邮箱,finance@techlab.com.cn
,,,电话,021-58523132
,,,电话,58523132-125
,,,电话,021-58523132-125
1020130379,上海德律风置业有限公司,施工企业,电子邮箱,stp@stp.com.cn
,,,电话,021-65315151
1020165540,上海德蒙通信工程有限公司,施工企业,电子邮箱,laoshududu@126.com
,,,电话,021-58553530
,,,电话,18017577039
1020120749,上海德旭建设发展有限公司,施工企业,电子邮箱,dongdongwuye@126.com
1020165350,上海德一建筑劳务有限公司,施工企业,电子邮箱,2458750046@qq.com
,,,电话,021-56618397
,,,电话,021-66070200
1020080006,上海德银实业有限公司,施工企业,电子邮箱,dyin@188.com
,,,电话,021-62508946
1020173466,上海德占建筑工程有限公司,施工企业,电话,17717340837
1020170382,上海邓力建筑劳务分包有限公司,施工企业,电子邮箱,1873443957@qq.com
,,,电话,15221204260
1020174378,上海狄辉建筑劳务有限公司,施工企业,电子邮箱,2428871174@qq.com
,,,电话,13611729629
1020171876,上海狄杰建筑工程有限公司,施工企业,电话,021-59527358
1020110646,上海迪广电子系统工程有限公司,施工企业,电话,021-25252590
,,,电话,021-62681870
1020166026,上海迪乐通信发展有限公司,施工企业,电子邮箱,xinwang001@163.com
,,,电话,021-59581625
,,,电话,13621806239
1020020909,上海迪蒙幕墙工程技术有限公司,施工企业,电子邮箱,563848015@qq.com
,,,电子邮箱,remon_jiang@timalco.com
,,,电子邮箱,zhangsy@timalco.com
,,,电子邮箱,timalco@163.com
,,,电话,021-58309998
,,,电话,021-58206020
1020120077,上海迪探节能科技有限公司,施工企业,电子邮箱,longji@ditantech.co
,,,电子邮箱,759620161@qq.com
,,,电话,021-57670759
,,,电话,021-57670779
,,,电话,15216889318
1020166756,上海地面通信息网络股份有限公司,施工企业,电子邮箱,zhouxj@shdmt.net
,,,电子邮箱,zhangyun@shdmt.net
,,,电话,021-36530080
,,,电话,021-36530093
,,,电话,021-36530098
1020170575,上海帝坪建筑装饰工程有限公司,施工企业,电子邮箱,573957635@qq.com
,,,电话,021-33515367
,,,电话,13918572586
1020021697,上海第一建筑服务有限公司,施工企业,电子邮箱,470422570@qq.com
,,,电话,021-55156735
1020174652,上海棣达智能系统工程有限公司,施工企业,电子邮箱,1375115877@qq.com
,,,电话,13621793321
1020120409,上海典臣工程设计有限公司,施工企业,电子邮箱,lisa@cdg-sh.com
,,,电话,021-34241958
1020173500,上海点之泉实业有限公司,施工企业,电话,021-56586099
,,,电话,56586099
1020080216,上海电科智能系统股份有限公司,施工企业,电子邮箱,naonao2046@126.com
,,,电子邮箱,marketing@seisys.cn
,,,电话,021-32557700
1020020120,上海电力建设有限责任公司,施工企业,电子邮箱,sepcc@sepcc.com.cn
,,,电话,021-64336865
,,,电话,021-64316628
1020021409,上海电力教培电力工程有限公司,施工企业,电子邮箱,linhua_nj@163.com
,,,电话,021-63766618
1020020669,上海电力消防工程有限公司,施工企业,电子邮箱,shaojun2996@163.com
,,,电话,021-62507000
,,,电话,021-62057000
1020020020,上海电信工程有限公司,施工企业,电子邮箱,gcgs_zhbsf@shccs.com.cn
,,,电子邮箱,gcgs@shccs.com.cn
,,,电话,021-63775835
1020070513,上海电信科技发展有限公司,施工企业,电子邮箱,dnet@shtel-std.com
,,,电话,021-63111888
1020021408,上海电院电力电子实业有限公司,施工企业,电子邮箱,1006471572@qq.com
,,,电子邮箱,zhujiajun@shdydldz.com
,,,电话,021-65381122
1020023090,上海叠加建设发展有限公司,施工企业,电子邮箱,180685045@qq.com
,,,电子邮箱,diejia2006@126.com
,,,电话,021-50890109
1020130010,上海顶博建筑工程有限公司,施工企业,电话,021-68390209
,,,电话,021-58215816
,,,电话,58215816
1020170623,上海顶丰建设工程有限公司,施工企业,电话,021-58190653
1020038882,上海顶机建筑装潢工程有限公司,施工企业,电话,13817231828
,,,电话,13817233828
,,,电话,13901682704
1020166129,上海顶亮光电科技有限公司,施工企业,电子邮箱,fance888@126.com
,,,电子邮箱,413590947@qq.com
,,,电话,021-68152922
1020120469,上海鼎都建筑设计装饰工程有限公司,施工企业,电话,021-34536355
1020151475,上海鼎帆建设有限公司,施工企业,电子邮箱,407306939@qq.com.cn
,,,电子邮箱,407306939@qq.com
,,,电话,13761079775
,,,电话,18901739333
1020040020,上海鼎方建设有限公司,施工企业,电子邮箱,13918869676@126.com
1020166492,上海鼎戎实业有限公司,施工企业,电子邮箱,cocolilu@hotmail.com
,,,电话,021-36512378
,,,电话,18918137255
,,,电话,18018670733
1020120515,上海鼎燊建筑工程有限公司,施工企业,电子邮箱,postmaster@shdsjzgc.com
,,,电子邮箱,448265111@qq.com
,,,电话,021-37683106
1020172440,上海鼎视环境设计有限公司,施工企业,电话,021-65155560
,,,电话,02165150081
,,,电话,02165150881
,,,电话,15900661213
1020021027,上海鼎兴建筑安装工程有限公司,施工企业,电子邮箱,dxjzaz@126.com
,,,电话,021-52820901
1020040686,上海鼎盈建筑工程管理有限公司,施工企业,电话,021-58825295
,,,电话,15921956333
1020173954,上海鼎重工程机械有限公司,施工企业,电子邮箱,shdzgcjx@163.com
1020090335,上海东稻建设有限公司,施工企业,电子邮箱,fd@sddc.com
,,,电子邮箱,shdongdao@163.com
,,,电话,021-56552133
,,,电话,021-56558488
1020120225,上海东富龙德惠净化空调工程安装有限公司,施工企业,电子邮箱,yqhxc@126.com
,,,电话,021-67155131
,,,电话,021-33617952
1020080297,上海东广建设工程有限公司,施工企业,电子邮箱,dgjs2010@163.com
,,,电话,021-68451387
1020171199,上海东国智能科技有限公司,施工企业,电话,13901817777
,,,电话,021-35305696
1020166711,上海东悍风电设备有限公司,施工企业,电话,021-57248872
,,,电话,021-57248907
1020130652,上海东浩兰生智慧科技有限公司,施工企业,电子邮箱,13072164810@163.com
,,,电子邮箱,gym_sh@163.com
,,,电话,021-26018318
1020021832,上海东虹实业（集团）有限公司,施工企业,电话,021-52859239
1020171396,上海东厚建筑工程有限公司,施工企业,电子邮箱,13321865518@189.com
,,,电话,13321865518
1020020081,上海东捷建设（集团）有限公司,施工企业,电子邮箱,chenpei@dongjiegroup.com
,,,电话,13816702282
1020173258,上海东醴建设工程有限公司,施工企业,电话,13818930264
1020151304,上海东坡建筑工程有限公司,施工企业,电子邮箱,elin.fan@cndcc.com.cn
,,,电子邮箱,lei.chen@cndcc.com.cn
,,,电子邮箱,yan.sun@cndcc.com.cn
,,,电话,021-51981289
,,,电话,021-31750862
1020040932,上海东润燃气工程有限公司,施工企业,电子邮箱,dongrun_xxd@163.com
,,,电话,15821204392
,,,电话,13003151867
,,,电话,021-65263672
,,,电话,021-65323672
1020156564,上海东设建筑装潢工程有限公司,施工企业,电子邮箱,39745901@qq.com
,,,电话,021-51531898
1020165861,上海东吴归安机电安装有限公司,施工企业,电子邮箱,408578748@qq.com.cn
,,,电话,021-57268425
,,,电话,021-54772242
1020021407,上海东鑫电力工程安装有限公司,施工企业,电子邮箱,dongxindianli@163.com
,,,电子邮箱,dongxin@163.com
,,,电子邮箱,dongxinaz@126.com
,,,电话,021-55228920
,,,电话,021-55228930
1020021579,上海东鑫建设工程有限公司,施工企业,电子邮箱,dongxinjianzhu@163.com
,,,电话,021-64126823
,,,电话,15921512192
1020165317,上海东雅建筑工程有限公司,施工企业,电子邮箱,shdongyajianzhu@163.com
,,,电话,021-67187021
1020022956,上海东园电力发展有限公司,施工企业,电子邮箱,shhdydlyxgs@163.com
,,,电话,021-67100918
1020021183,上海东园建筑装饰有限公司,施工企业,电子邮箱,13524111015@163.com
,,,电子邮箱,261904948@qq.com
,,,电话,021-56325879
,,,电话,021-66285459
1020070487,上海东辕建设发展有限公司,施工企业,电子邮箱,old@old-company.cn
,,,电话,021-63181619
,,,电话,021-63375999
,,,电话,63375999-8101
1020130081,上海东周建设工程有限公司,施工企业,电话,13818783833
,,,电话,021-63066715
1020110776,上海东洲罗顿通信股份有限公司,施工企业,电子邮箱,gongchunyan@dztx.com
